user,startup,grade
59cd8050efd449dd4ea6456e,5a1db7bfb96b57f4f95c8b8c,4
59cd8050efd449dd4ea6456e,5a1db751b96b57f4f95c7fce,3
59cd8050efd449dd4ea6456e,5a1db7fbb96b57f4f95c91d1,4
59cd8050efd449dd4ea6456e,5a1db860b96b57f4f95c9cb6,4
59cd8050efd449dd4ea6456e,5a1db7fab96b57f4f95c91ac,4
59cd8050efd449dd4ea6456e,5a1db78fb96b57f4f95c867e,3
59cd8050efd449dd4ea6456e,5a1db83bb96b57f4f95c98ab,4
59cd8050efd449dd4ea6456e,5a1dc395b96b57f4f95d88ec,2
59cd8050efd449dd4ea6456e,5a1dba6bb96b57f4f95ccfad,2
59cd8050efd449dd4ea6456e,5a1dc358b96b57f4f95d8120,3
59cd8050efd449dd4ea6456e,5a1dc380b96b57f4f95d8628,3
59cd8050efd449dd4ea6456e,5a1dc313b96b57f4f95d784d,4
59cd8050efd449dd4ea6456e,5a1dc381b96b57f4f95d8652,3
59cd8050efd449dd4ea6456e,5a1db823b96b57f4f95c9624,2
59cd8050efd449dd4ea6456e,5a1db7ccb96b57f4f95c8d00,3
59cd8050efd449dd4ea6456e,5a1db842b96b57f4f95c996f,4
59cd8050efd449dd4ea645ee,5a8c90d339f5753691d436c1,2
59cd8050efd449dd4ea645ee,5a8c6cc6649fcc15fff19d89,3
59cd8050efd449dd4ea645ef,5a1dc28db96b57f4f95d695a,4
59cd8050efd449dd4ea645ef,5a1db6f8b96b57f4f95c763b,4
59cd8050efd449dd4ea645ef,5a1dc292b96b57f4f95d69e1,3
59cd8050efd449dd4ea645ef,5a1db752b96b57f4f95c7fdc,4
59cd8050efd449dd4ea645ef,5a1dbcf8b96b57f4f95d0fdb,4
59cd8050efd449dd4ea645ef,5a1dbc77b96b57f4f95d0272,4
59cd8050efd449dd4ea645ef,5a1dc282b96b57f4f95d682d,3
59cd8050efd449dd4ea645ef,5a1db79ab96b57f4f95c87a6,2
59cd8050efd449dd4ea645ef,5a1dc23db96b57f4f95d60e7,4
59cd8050efd449dd4ea645ef,5a1db6f4b96b57f4f95c75d1,4
59cd8050efd449dd4ea645ef,5a1dbe30b96b57f4f95d30f7,4
59cd8050efd449dd4ea645ef,5a1dc236b96b57f4f95d6023,3
59cd8050efd449dd4ea64617,5a1db709b96b57f4f95c7808,3
59cd8050efd449dd4ea64617,5a1dbc61b96b57f4f95d002a,3
59cd8050efd449dd4ea64617,5a1db7f1b96b57f4f95c90c8,3
59cd8050efd449dd4ea64617,5a1db825b96b57f4f95c9651,0
59cd8050efd449dd4ea64617,5a1db7b6b96b57f4f95c8aaa,0
59cd8050efd449dd4ea64617,5a1dbcbfb96b57f4f95d09dd,0
59cd8050efd449dd4ea64617,5a1db9bcb96b57f4f95cbee2,3
59cd8050efd449dd4ea64617,5a1dbcfbb96b57f4f95d1035,3
59cd8050efd449dd4ea64617,5a1dbc4ab96b57f4f95cfdc9,0
59cd8050efd449dd4ea64617,5a1db863b96b57f4f95c9cfb,0
59cd8050efd449dd4ea64617,5a1db7bfb96b57f4f95c8b8c,0
59cd8050efd449dd4ea64617,5a1dbe7bb96b57f4f95d38b7,3
59cd8050efd449dd4ea64617,5a1db80eb96b57f4f95c93df,3
59cd8050efd449dd4ea64617,5a1dbe03b96b57f4f95d2c17,3
59cd8050efd449dd4ea64617,5a1db88cb96b57f4f95ca15f,3
59cd8050efd449dd4ea64617,5a1dbd30b96b57f4f95d159a,0
59cd8050efd449dd4ea64617,5a1db7d0b96b57f4f95c8d7f,3
59cd8050efd449dd4ea64617,5a1db6f8b96b57f4f95c763b,0
59cd8050efd449dd4ea64617,5a1dbe68b96b57f4f95d36ac,3
59cd8050efd449dd4ea64617,5a1dbd0cb96b57f4f95d11d2,0
59cd8050efd449dd4ea64617,5a1db790b96b57f4f95c868c,3
59cd8050efd449dd4ea64617,5a1db89cb96b57f4f95ca31b,0
59cd8050efd449dd4ea64617,5a1dbd16b96b57f4f95d12e2,0
59cd8050efd449dd4ea64617,5a1db70bb96b57f4f95c784f,4
59cd8050efd449dd4ea64617,5a1db769b96b57f4f95c826f,4
59cd8050efd449dd4ea64617,5a1dbe5eb96b57f4f95d35ad,0
59cd8050efd449dd4ea64617,5a1db6f3b96b57f4f95c75b8,0
59cd8050efd449dd4ea64617,5a1dbcb6b96b57f4f95d08ed,0
59cd8050efd449dd4ea64617,5a1db6f6b96b57f4f95c7605,0
59cd8050efd449dd4ea64617,5a1db826b96b57f4f95c9670,3
59cd8050efd449dd4ea64617,5a1db701b96b57f4f95c774a,0
59cd8050efd449dd4ea64617,5a1db752b96b57f4f95c7fdc,0
59cd8050efd449dd4ea64617,5a1db7f7b96b57f4f95c9154,3
59cd8050efd449dd4ea64617,5a1dbcfbb96b57f4f95d1023,0
59cd8050efd449dd4ea64617,5a1db70cb96b57f4f95c7861,0
59cd8050efd449dd4ea64617,5a1dbce2b96b57f4f95d0d86,3
59cd8050efd449dd4ea64617,5a1db7c6b96b57f4f95c8c5e,3
59cd8050efd449dd4ea64617,5a1dbd1ab96b57f4f95d1350,3
59cd8050efd449dd4ea64617,5a1dbcb1b96b57f4f95d0861,3
59cd8050efd449dd4ea64617,5a1db801b96b57f4f95c926a,3
59cd8050efd449dd4ea64617,5a1dc154b96b57f4f95d4823,3
59cd8050efd449dd4ea64617,5a1db818b96b57f4f95c950a,0
59cd8050efd449dd4ea64617,5a1dbdb6b96b57f4f95d23ef,3
59cd8050efd449dd4ea64617,5a1db814b96b57f4f95c9487,3
59cd8050efd449dd4ea64617,5a1db7b4b96b57f4f95c8a5c,4
59cd8050efd449dd4ea64617,5a1dbd06b96b57f4f95d1145,3
59cd8050efd449dd4ea64617,5a1dbc58b96b57f4f95cff49,3
59cd8050efd449dd4ea64617,5a1dbd10b96b57f4f95d124b,3
59cd8050efd449dd4ea64617,5a1db707b96b57f4f95c77d3,3
59cd8050efd449dd4ea64617,5a1db7fab96b57f4f95c91c0,3
59cd8050efd449dd4ea64617,5a1dba0fb96b57f4f95cc6d8,3
59cd8050efd449dd4ea64617,5a1dbd5cb96b57f4f95d1a59,3
59cd8050efd449dd4ea64617,5a1dbce9b96b57f4f95d0e45,0
59cd8050efd449dd4ea64617,5a1dbe4eb96b57f4f95d341e,3
59cd8050efd449dd4ea64617,5a1dbcd3b96b57f4f95d0bf7,3
59cd8050efd449dd4ea64617,5a1dbdc0b96b57f4f95d24fe,3
59cd8050efd449dd4ea64617,5a1dbdedb96b57f4f95d29d1,3
59cd8050efd449dd4ea64617,5a1dbe23b96b57f4f95d2f97,3
59cd8050efd449dd4ea64617,5a1dbcf6b96b57f4f95d0f94,0
59cd8050efd449dd4ea64617,5a1db7c1b96b57f4f95c8bd1,3
59cd8050efd449dd4ea64617,5a1dbd18b96b57f4f95d1319,3
59cd8050efd449dd4ea64617,5a1dbe5db96b57f4f95d359b,0
59cd8050efd449dd4ea64617,5a1dbc58b96b57f4f95cff37,3
59cd8050efd449dd4ea64617,5a1dbb4bb96b57f4f95ce4d3,3
59cd8050efd449dd4ea64624,5a1dbc65b96b57f4f95d008b,3
59cd8050efd449dd4ea64624,5a1db739b96b57f4f95c7d51,3
59cd8050efd449dd4ea64624,5a1db77db96b57f4f95c848d,3
59cd8050efd449dd4ea64624,5a1db7cab96b57f4f95c8ccc,2
59cd8050efd449dd4ea64624,5a1db7adb96b57f4f95c89ba,3
59cd8050efd449dd4ea64624,5a1db7c0b96b57f4f95c8bab,2
59cd8050efd449dd4ea64624,5a1db8c7b96b57f4f95ca756,3
59cd8050efd449dd4ea64624,5a1dbc73b96b57f4f95d020b,2
59cd8050efd449dd4ea64624,5a1dbca7b96b57f4f95d0757,3
59cd8050efd449dd4ea64624,5a1db79cb96b57f4f95c87e8,3
59cd8050efd449dd4ea64624,5a1db6eeb96b57f4f95c751f,3
59cd8050efd449dd4ea64624,5a1dbcb1b96b57f4f95d0861,3
59cd8050efd449dd4ea64624,5a1db880b96b57f4f95ca014,2
59cd8050efd449dd4ea64624,5a1db81cb96b57f4f95c9573,2
59cd8050efd449dd4ea64624,5a1db736b96b57f4f95c7cf7,2
59cd8050efd449dd4ea64624,5a1db802b96b57f4f95c928e,2
59cd8050efd449dd4ea64624,5a1db7d2b96b57f4f95c8da3,2
59cd8050efd449dd4ea64624,5a1dbc76b96b57f4f95d0252,2
59cd8050efd449dd4ea64640,5a1dc2d1b96b57f4f95d707b,3
59cd8050efd449dd4ea64640,5a1dc2f0b96b57f4f95d7405,4
59cd8050efd449dd4ea64640,5a1dc378b96b57f4f95d8528,3
59cd8051efd449dd4ea646fc,5a1db754b96b57f4f95c8010,3
59cd8051efd449dd4ea646fc,5a1dc268b96b57f4f95d6565,2
59cd8051efd449dd4ea646fc,5a1dbcb6b96b57f4f95d08e0,3
59cd8051efd449dd4ea646fc,5a1db737b96b57f4f95c7d08,3
59cd8051efd449dd4ea646fc,5a1db7b6b96b57f4f95c8aaa,3
59cd8051efd449dd4ea646fc,5a1dbc7cb96b57f4f95d02ec,3
59cd8053efd449dd4ea6481b,5a1db76bb96b57f4f95c82a1,4
59cd8053efd449dd4ea6481b,5a1db794b96b57f4f95c8707,4
59cd8053efd449dd4ea6481b,5a1db769b96b57f4f95c825d,3
59cd8053efd449dd4ea6481b,5a1db7ceb96b57f4f95c8d39,4
59cd8053efd449dd4ea6481b,5a1db718b96b57f4f95c79b6,4
59cd8053efd449dd4ea6481b,5a1db796b96b57f4f95c873d,4
59cd8053efd449dd4ea6481b,5a1db743b96b57f4f95c7e3c,3
59cd8053efd449dd4ea6481b,5a1db899b96b57f4f95ca2d3,4
59cd8053efd449dd4ea6481b,5a1db789b96b57f4f95c85c6,4
59cd8053efd449dd4ea6481b,5a1dbb3db96b57f4f95ce38f,3
59cd8053efd449dd4ea6481b,5a1db867b96b57f4f95c9d65,2
59cd8053efd449dd4ea6481b,5a1db7c1b96b57f4f95c8bd1,3
59cd8053efd449dd4ea6481b,5a1db717b96b57f4f95c7993,4
59cd8053efd449dd4ea6481b,5a1db70fb96b57f4f95c78b8,4
59cd8053efd449dd4ea6481b,5a1dbcc6b96b57f4f95d0a95,3
59cd8053efd449dd4ea6481b,5a1dc16fb96b57f4f95d4aea,2
59cd8053efd449dd4ea6481b,5a1db6feb96b57f4f95c76eb,4
59cd8053efd449dd4ea6481b,5a1db6f8b96b57f4f95c763b,3
59cd8053efd449dd4ea6481b,5a1db7e6b96b57f4f95c8fc0,3
59cd8053efd449dd4ea6481b,5a1dbd0cb96b57f4f95d11e3,3
59cd8053efd449dd4ea6481b,5a1db851b96b57f4f95c9b29,4
59cd8053efd449dd4ea6481b,5a1dbce2b96b57f4f95d0d86,3
59cd8053efd449dd4ea6481b,5a1db6fcb96b57f4f95c76a4,4
59cd8053efd449dd4ea6481b,5a1db828b96b57f4f95c96b6,4
59cd8053efd449dd4ea6481b,5a1dbcd9b96b57f4f95d0c90,2
59cd8053efd449dd4ea6481b,5a1dbca6b96b57f4f95d0745,4
59cd8053efd449dd4ea6481b,5a1dc16eb96b57f4f95d4acc,3
59cd8053efd449dd4ea6481b,5a1dc161b96b57f4f95d4977,3
59cd8053efd449dd4ea6481b,5a1db6f3b96b57f4f95c75b8,4
59cd8053efd449dd4ea6481b,5a1db88fb96b57f4f95ca1b6,4
59cd8053efd449dd4ea6481b,5a1dbe7db96b57f4f95d38ed,3
59cd8053efd449dd4ea6482e,5a1db7a2b96b57f4f95c8887,1
59cd8053efd449dd4ea6482e,5a1db7bab96b57f4f95c8b0f,2
59cd8053efd449dd4ea6482e,5a1db83fb96b57f4f95c9926,2
59cd8053efd449dd4ea6482e,5a1db6eeb96b57f4f95c751f,3
59cd8053efd449dd4ea6482e,5a1db894b96b57f4f95ca247,3
59cd8053efd449dd4ea6482e,5a1db852b96b57f4f95c9b3c,3
59cd8053efd449dd4ea6482e,5a1db766b96b57f4f95c8218,1
59cd8053efd449dd4ea6482e,5a1db802b96b57f4f95c928e,2
59cd8053efd449dd4ea6482e,5a1db759b96b57f4f95c809d,3
59cd8053efd449dd4ea6482e,5a1db767b96b57f4f95c823b,2
59cd8053efd449dd4ea6482e,5a1db889b96b57f4f95ca106,2
59cd8053efd449dd4ea6482e,5a1db7dbb96b57f4f95c8e81,3
59cd8053efd449dd4ea6482e,5a1db746b96b57f4f95c7e8d,2
59cd8053efd449dd4ea6482e,5a1db750b96b57f4f95c7faa,3
59cd8053efd449dd4ea6482e,5a1dbcc2b96b57f4f95d0a22,1
59cd8053efd449dd4ea6482e,5a1db76bb96b57f4f95c828e,3
59cd8053efd449dd4ea6482e,5a1db747b96b57f4f95c7eb1,3
59cd8053efd449dd4ea6482e,5a1dbcd3b96b57f4f95d0bf7,2
59cd8053efd449dd4ea6482e,5a1db83bb96b57f4f95c98bd,3
59cd8053efd449dd4ea6482e,5a1db6e5b96b57f4f95c7430,3
59cd8053efd449dd4ea6482e,5a1dbc7eb96b57f4f95d0323,2
59cd8053efd449dd4ea6482e,5a1db82fb96b57f4f95c976e,3
59cd8053efd449dd4ea6482e,5a1dbcb0b96b57f4f95d083e,2
59cd8053efd449dd4ea6482e,5a1db872b96b57f4f95c9e8b,3
59cd8053efd449dd4ea6482e,5a1db771b96b57f4f95c833b,2
59cd8053efd449dd4ea6482e,5a1db6e7b96b57f4f95c7452,2
59cd8053efd449dd4ea6482e,5a1db725b96b57f4f95c7b17,3
59cd8053efd449dd4ea6482e,5a1db773b96b57f4f95c836f,3
59cd8053efd449dd4ea6482e,5a1db74ab96b57f4f95c7ef7,3
59cd8053efd449dd4ea6482e,5a1db6e7b96b57f4f95c7464,2
59cd8053efd449dd4ea6482e,5a1db7ccb96b57f4f95c8d00,3
59cd8053efd449dd4ea6482e,5a1db7aab96b57f4f95c895a,1
59cd8053efd449dd4ea6482e,5a1db82cb96b57f4f95c9715,2
59cd8053efd449dd4ea6482e,5a1db838b96b57f4f95c9866,2
59cd8053efd449dd4ea6482e,5a1dbcaeb96b57f4f95d080d,3
59cd81e0e7f5e6dd9c6be3d0,5a1db82fb96b57f4f95c976e,2
59cd81e1e7f5e6dd9c6be443,5a1dc27eb96b57f4f95d67d6,3
59cd81e1e7f5e6dd9c6be443,5a1dc283b96b57f4f95d6850,4
59cd81e1e7f5e6dd9c6be443,5a1db710b96b57f4f95c78db,3
59cd81e1e7f5e6dd9c6be443,5a1dbcbdb96b57f4f95d099d,3
59cd81e1e7f5e6dd9c6be443,5a1dc270b96b57f4f95d663d,1
59cd81e1e7f5e6dd9c6be443,5a1dbcb6b96b57f4f95d08ed,3
59cd81e1e7f5e6dd9c6be443,5a1dc23cb96b57f4f95d60c3,3
59cd81e1e7f5e6dd9c6be443,5a1dc273b96b57f4f95d6693,4
59cd81e1e7f5e6dd9c6be457,5a1dc236b96b57f4f95d6023,3
59cd81e1e7f5e6dd9c6be457,5a1dbe30b96b57f4f95d30f7,3
59cd81e1e7f5e6dd9c6be457,5a1db6f8b96b57f4f95c763b,4
59cd81e1e7f5e6dd9c6be457,5a1db79cb96b57f4f95c87e8,3
59cd81e1e7f5e6dd9c6be457,5a1dc23db96b57f4f95d60e7,3
59cd81e1e7f5e6dd9c6be457,5a1db6fab96b57f4f95c766f,2
59cd81e1e7f5e6dd9c6be457,5a1db79ab96b57f4f95c87a6,3
59cd81e1e7f5e6dd9c6be457,5a1db752b96b57f4f95c7fdc,3
59cd81e1e7f5e6dd9c6be457,5a1dbcf8b96b57f4f95d0fdb,3
59cd81e1e7f5e6dd9c6be457,5a1db707b96b57f4f95c77e6,2
59cd81e1e7f5e6dd9c6be457,5a1dbc77b96b57f4f95d0272,3
59cd81e1e7f5e6dd9c6be457,5a1db6f4b96b57f4f95c75d1,4
59cd81e1e7f5e6dd9c6be457,5a1db732b96b57f4f95c7c7c,3
59cd81e1e7f5e6dd9c6be457,5a1dc292b96b57f4f95d69e1,3
59cd81e1e7f5e6dd9c6be457,5a1dc28db96b57f4f95d695a,4
59cd81e1e7f5e6dd9c6be457,5a1dc282b96b57f4f95d682d,4
59cd81e1e7f5e6dd9c6be457,5a1db728b96b57f4f95c7b78,3
59cd81e1e7f5e6dd9c6be457,5a1db718b96b57f4f95c79b6,3
59cd81e1e7f5e6dd9c6be47d,5a1db79cb96b57f4f95c87e8,4
59cd81e1e7f5e6dd9c6be47d,5a1db7b4b96b57f4f95c8a5c,3
59cd81e1e7f5e6dd9c6be47d,5a1db6f3b96b57f4f95c75a7,4
59cd81e1e7f5e6dd9c6be47d,5a1db711b96b57f4f95c78ed,3
59cd81e1e7f5e6dd9c6be47d,5a1db6fab96b57f4f95c766f,2
59cd81e1e7f5e6dd9c6be47d,5a1db720b96b57f4f95c7a8b,3
59cd81e1e7f5e6dd9c6be47d,5a1db6feb96b57f4f95c76eb,4
59cd81e1e7f5e6dd9c6be47d,5a1db719b96b57f4f95c79d9,2
59cd81e1e7f5e6dd9c6be47d,5a1db70bb96b57f4f95c784f,4
59cd81e1e7f5e6dd9c6be47d,5a1db702b96b57f4f95c775c,3
59cd81e1e7f5e6dd9c6be4a0,5a1dbcd2b96b57f4f95d0be4,3
59cd81e1e7f5e6dd9c6be4a0,5a1db717b96b57f4f95c7993,3
59cd81e1e7f5e6dd9c6be4a0,5a1db864b96b57f4f95c9d30,3
59cd81e1e7f5e6dd9c6be4a0,5a1dbccdb96b57f4f95d0b5a,4
59cd81e1e7f5e6dd9c6be4a0,5a1db7deb96b57f4f95c8ecd,3
59cd81e1e7f5e6dd9c6be4a0,5a1db87db96b57f4f95c9fcd,3
59cd81e1e7f5e6dd9c6be4a0,5a1db875b96b57f4f95c9ef2,2
59cd81e1e7f5e6dd9c6be4fa,5a1dbcbfb96b57f4f95d09dd,3
59cd81e1e7f5e6dd9c6be4fd,5a1db7eab96b57f4f95c9020,3
59cd81e1e7f5e6dd9c6be4fd,5a1db85fb96b57f4f95c9ca3,3
59cd81e1e7f5e6dd9c6be4fd,5a1db801b96b57f4f95c927b,3
59cd81e1e7f5e6dd9c6be4fd,5a1db873b96b57f4f95c9eb0,3
59cd81e1e7f5e6dd9c6be4fd,5a1db87eb96b57f4f95c9fdf,4
59cd81e1e7f5e6dd9c6be4fd,5a1db863b96b57f4f95c9d0d,4
59cd81e1e7f5e6dd9c6be4fd,5a1db7c9b96b57f4f95c8ca9,3
59cd81e1e7f5e6dd9c6be4fd,5a1db7deb96b57f4f95c8ede,3
59cd81e1e7f5e6dd9c6be4fd,5a1db7deb96b57f4f95c8ecd,2
59cd81e1e7f5e6dd9c6be4fd,5a1db803b96b57f4f95c929f,3
59cd81e1e7f5e6dd9c6be510,5a1dbc5fb96b57f4f95cfff0,4
59cd81e1e7f5e6dd9c6be510,5a1db99bb96b57f4f95cbbb1,3
59cd81e1e7f5e6dd9c6be510,5a1dbce8b96b57f4f95d0e33,3
59cd81e1e7f5e6dd9c6be510,5a1dbc8eb96b57f4f95d04ca,3
59cd81e1e7f5e6dd9c6be510,5a1db75db96b57f4f95c8107,4
59cd81e1e7f5e6dd9c6be510,5a1db7d5b96b57f4f95c8df7,3
59cd81e1e7f5e6dd9c6be510,5a1db717b96b57f4f95c7993,4
59cd81e1e7f5e6dd9c6be510,5a1dbce0b96b57f4f95d0d51,4
59cd81e1e7f5e6dd9c6be510,5a1db869b96b57f4f95c9da2,3
59cd81e1e7f5e6dd9c6be510,5a1db828b96b57f4f95c96b6,3
59cd81e1e7f5e6dd9c6be510,5a1dbcfcb96b57f4f95d1046,4
59cd81e1e7f5e6dd9c6be510,5a1db885b96b57f4f95ca0a0,4
59cd81e1e7f5e6dd9c6be510,5a1db823b96b57f4f95c9632,2
59cd81e1e7f5e6dd9c6be510,5a1dbc9db96b57f4f95d066c,2
59cd81e1e7f5e6dd9c6be510,5a1db709b96b57f4f95c7808,3
59cd81e1e7f5e6dd9c6be510,5a1db836b96b57f4f95c9830,2
59cd81e1e7f5e6dd9c6be510,5a1dbcefb96b57f4f95d0ee7,3
59cd81e1e7f5e6dd9c6be510,5a1db87cb96b57f4f95c9fa2,3
59cd81e1e7f5e6dd9c6be510,5a1db7c3b96b57f4f95c8bf4,3
59cd81e1e7f5e6dd9c6be510,5a1dbcf5b96b57f4f95d0f83,3
59cd81e1e7f5e6dd9c6be510,5a1db7f8b96b57f4f95c9178,3
59cd81e1e7f5e6dd9c6be510,5a1db7cfb96b57f4f95c8d4a,4
59cd81e1e7f5e6dd9c6be510,5a1db7a9b96b57f4f95c8948,3
59cd81e1e7f5e6dd9c6be510,5a1db78bb96b57f4f95c85fc,4
59cd81e1e7f5e6dd9c6be510,5a1db748b96b57f4f95c7ec3,3
59cd81e1e7f5e6dd9c6be525,5a1dbb2ab96b57f4f95ce1bf,2
59cd81e1e7f5e6dd9c6be525,5a1dbc6eb96b57f4f95d017e,2
59cd81e1e7f5e6dd9c6be525,5a1dbc0db96b57f4f95cf7c7,2
59cd81e1e7f5e6dd9c6be525,5a1dbc71b96b57f4f95d01d7,3
59cd81e1e7f5e6dd9c6be525,5a1dbad9b96b57f4f95cda0c,2
59cd81e1e7f5e6dd9c6be525,5a1dbc30b96b57f4f95cfb3b,2
59cd81e1e7f5e6dd9c6be525,5a1dbc85b96b57f4f95d03ed,3
59cd81e1e7f5e6dd9c6be525,5a1dbb39b96b57f4f95ce332,2
59cd81e1e7f5e6dd9c6be525,5a1dbc36b96b57f4f95cfbd7,3
59cd81e1e7f5e6dd9c6be525,5a1dbba6b96b57f4f95cedc9,2
59cd81e1e7f5e6dd9c6be525,5a1dbc7eb96b57f4f95d0323,2
59cd81e1e7f5e6dd9c6be525,5a1dbc42b96b57f4f95cfcef,2
59cd81e1e7f5e6dd9c6be525,5a1dbb4bb96b57f4f95ce4d3,2
59cd81e1e7f5e6dd9c6be525,5a1dbc80b96b57f4f95d0367,2
59cd81e1e7f5e6dd9c6be525,5a1dbbdbb96b57f4f95cf2fb,2
59cd81e1e7f5e6dd9c6be525,5a1dbc46b96b57f4f95cfd64,3
59cd81e1e7f5e6dd9c6be525,5a1dbc74b96b57f4f95d021d,1
59cd81e1e7f5e6dd9c6be525,5a1dbc37b96b57f4f95cfbe8,3
59cd81e1e7f5e6dd9c6be525,5a1dbc79b96b57f4f95d02ab,2
59cd81e2e7f5e6dd9c6be5c4,5a1dbc7fb96b57f4f95d0348,3
59cd81e2e7f5e6dd9c6be5c4,5a1db73fb96b57f4f95c7dcb,4
59cd81e2e7f5e6dd9c6be5c4,5a1db70eb96b57f4f95c78a6,4
59cd81e2e7f5e6dd9c6be5c4,5a1dbc8ab96b57f4f95d046f,4
59cd81e2e7f5e6dd9c6be5c4,5a1dbcfdb96b57f4f95d1058,4
59cd81e2e7f5e6dd9c6be5c8,5a1db709b96b57f4f95c781a,0
59cd81e2e7f5e6dd9c6be5c8,5a1db83bb96b57f4f95c98ab,0
